Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 01/06  04:00:00,8794604.825749658,8794604.82574966,0.0 
 01/06  05:00:00,9469604.825749658,9469604.82574966,0.0 
 01/06  06:00:00,9469604.825749658,9469604.82574966,0.0 
 01/06  07:00:00,27775830.051704958,27775830.051704958,0.0 
 01/06  08:00:00,31566470.31171366,31566470.31171366,0.0 
 01/06  09:00:00,31717001.506272636,31717001.506272633,0.0 
 01/06  10:00:00,28900137.979164056,28900137.979164056,0.0 
 01/06  11:00:00,27330782.326741602,27330782.326741606,0.0 
 01/06  12:00:00,28406022.7065135,28406022.7065135,0.0 
 01/06  13:00:00,25404859.379056014,25404859.379056014,0.0 
 01/06  14:00:00,28734490.22097253,28734490.22097253,0.0 
 01/06  15:00:00,27680405.258246124,27680405.258246124,0.0 
 01/06  16:00:00,28848050.824997645,28848050.82499764,0.0 
 01/06  17:00:00,29850597.841231335,29850597.84123133,0.0 
 01/06  18:00:00,25359811.275246106,25359811.2752461,0.0 
 01/06  19:00:00,23772951.431999777,23772951.43199978,0.0 
 01/06  20:00:00,10883935.25418148,10883935.25418148,0.0 
 01/06  21:00:00,9899331.821026983,9899331.82102698,0.0 
 01/06  22:00:00,9899331.821026983,9899331.82102698,0.0 
 01/06  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/06  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/07  01:00:00,6404338.596677196,6404338.596677196,0.0 
 01/07  02:00:00,6404338.596677196,6404338.596677196,0.0 
 01/07  03:00:00,6404338.596677196,6404338.596677196,0.0 
 01/07  04:00:00,6404338.596677196,6404338.596677196,0.0 
 01/07  05:00:00,6404338.596677196,6404338.596677196,0.0 
 01/07  06:00:00,6404338.596677196,6404338.596677196,0.0 
 01/07  07:00:00,7595938.596677196,7595938.596677196,0.0 
 01/07  08:00:00,5945428.596677196,5945428.596677196,0.0 
 01/07  09:00:00,5395258.596677196,5395258.596677196,0.0 
 01/07  10:00:00,4720258.596677196,4720258.596677196,0.0 
 01/07  11:00:00,4495258.596677196,4495258.596677196,0.0 
 01/07  12:00:00,4495258.596677196,4495258.596677196,0.0 
 01/07  13:00:00,4495258.596677196,4495258.596677196,0.0 
 01/07  14:00:00,4495258.596677196,4495258.596677196,0.0 
 01/07  15:00:00,4495258.596677196,4495258.596677196,0.0 
 01/07  16:00:00,4495258.596677196,4495258.596677196,0.0 
 01/07  17:00:00,5270428.596677196,5270428.596677196,0.0 
 01/07  18:00:00,7595938.596677196,7595938.596677196,0.0 
 01/07  19:00:00,7595938.596677196,7595938.596677196,0.0 
 01/07  20:00:00,6794038.596677196,6794038.596677196,0.0 
 01/07  21:00:00,6794038.596677196,6794038.596677196,0.0 
 01/07  22:00:00,6794038.596677196,6794038.596677196,0.0 
 01/07  23:00:00,6794038.596677196,6794038.596677196,0.0 
 01/07  24:00:00,6794038.596677196,6794038.596677196,0.0 
 01/08  01:00:00,6404338.596677196,6404338.596677196,0.0 
 01/08  02:00:00,6404338.596677196,6404338.596677196,0.0 
 01/08  03:00:00,6404338.596677196,6404338.596677196,0.0 
 01/08  04:00:00,6404338.596677196,6404338.596677196,0.0 
 01/08  05:00:00,6404338.596677196,6404338.596677196,0.0 
 01/08  06:00:00,6404338.596677196,6404338.596677196,0.0 
 01/08  07:00:00,7595938.596677196,7595938.596677196,0.0 
 01/08  08:00:00,5945428.596677196,5945428.596677196,0.0 
 01/08  09:00:00,5395258.596677196,5395258.596677196,0.0 
 01/08  10:00:00,5395258.596677196,5395258.596677196,0.0 
 01/08  11:00:00,5395258.596677196,5395258.596677196,0.0 
 01/08  12:00:00,5395258.596677196,5395258.596677196,0.0 
 01/08  13:00:00,5395258.596677196,5395258.596677196,0.0 
 01/08  14:00:00,5395258.596677196,5395258.596677196,0.0 
 01/08  15:00:00,5395258.596677196,5395258.596677196,0.0 
 01/08  16:00:00,5395258.596677196,5395258.596677196,0.0 
 01/08  17:00:00,5945428.596677196,5945428.596677196,0.0 
 01/08  18:00:00,7595938.596677196,7595938.596677196,0.0 
 01/08  19:00:00,7595938.596677196,7595938.596677196,0.0 
 01/08  20:00:00,6794038.596677196,6794038.596677196,0.0 
 01/08  21:00:00,6794038.596677196,6794038.596677196,0.0 
 01/08  22:00:00,6794038.596677196,6794038.596677196,0.0 
 01/08  23:00:00,6794038.596677196,6794038.596677196,0.0 
 01/08  24:00:00,6794038.596677196,6794038.596677196,0.0 
 01/09  01:00:00,9469604.825749658,9469604.82574966,0.0 
 01/09  02:00:00,9469604.825749658,9469604.82574966,0.0 
 01/09  03:00:00,9469604.825749658,9469604.82574966,0.0 
 01/09  04:00:00,9469604.825749658,9469604.82574966,0.0 
 01/09  05:00:00,9469604.825749658,9469604.82574966,0.0 
 01/09  06:00:00,9469604.825749658,9469604.82574966,0.0 
 01/09  07:00:00,34835551.834773645,34835551.834773645,14900521.231417352 
 01/09  08:00:00,37838602.243032835,37838602.24303283,17112952.330019154 
 01/09  09:00:00,37160695.12881861,37160695.1288186,764405.9855583732 
 01/09  10:00:00,33350994.317457724,33350994.317457713,0.0 
 01/09  11:00:00,30102284.974211305,30102284.9742113,0.0 
 01/09  12:00:00,30614358.18087413,30614358.180874135,0.0 
 01/09  13:00:00,27628785.65810182,27628785.65810182,0.0 
 01/09  14:00:00,29885327.117158115,29885327.11715811,0.0 
 01/09  15:00:00,28633098.667088017,28633098.667088017,0.0 
 01/09  16:00:00,29615406.07766483,29615406.07766483,0.0 
 01/09  17:00:00,31168708.007048383,31168708.007048383,0.0 
 01/09  18:00:00,27179332.740034707,27179332.740034703,0.0 
 01/09  19:00:00,23981908.167153463,23981908.167153463,0.0 
 01/09  20:00:00,10883935.25418148,10883935.25418148,0.0 
 01/09  21:00:00,9899331.821026983,9899331.82102698,0.0 
 01/09  22:00:00,9899331.821026983,9899331.82102698,0.0 
 01/09  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/09  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/10  01:00:00,9469604.825749658,9469604.82574966,0.0 
 01/10  02:00:00,9244604.825749658,9244604.82574966,0.0 
 01/10  03:00:00,8569604.825749658,8569604.82574966,0.0 
 01/10  04:00:00,9469604.825749658,9469604.82574966,0.0 
 01/10  05:00:00,9019604.825749658,9019604.82574966,0.0 
 01/10  06:00:00,8569604.825749658,8569604.82574966,0.0 
 01/10  07:00:00,26256914.381047465,26256914.38104747,0.0 
 01/10  08:00:00,27488438.451420218,27488438.451420218,0.0 
 01/10  09:00:00,30012702.780397326,30012702.780397326,0.0 
 01/10  10:00:00,28843949.93704232,28843949.93704232,0.0 
 01/10  11:00:00,27796147.33642,27796147.33642,0.0 
 01/10  12:00:00,28982270.267646376,28982270.267646372,0.0 
 01/10  13:00:00,25819745.37681368,25819745.37681368,0.0 
 01/10  14:00:00,29237243.843952708,29237243.843952708,0.0 
 01/10  15:00:00,28915058.258841395,28915058.258841395,0.0 
 01/10  16:00:00,30094970.64090984,30094970.640909836,0.0 
 01/10  17:00:00,31024578.593566887,31024578.593566883,0.0 
 01/10  18:00:00,25535170.39097908,25535170.39097908,0.0 
 01/10  19:00:00,22047316.847543586,22047316.84754359,0.0 
 01/10  20:00:00,10883935.25418148,10883935.25418148,0.0 
 01/10  21:00:00,9899331.821026983,9899331.82102698,0.0 
 01/10  22:00:00,9899331.821026983,9899331.82102698,0.0 
 01/10  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/10  24:00:00,6365454.451684226,6365454.451684226,0.0 
 01/11  01:00:00,8794604.825749658,8794604.82574966,0.0 
 01/11  02:00:00,9469604.825749658,9469604.82574966,0.0 
 01/11  03:00:00,9019604.825749658,9019604.82574966,0.0 
 01/11  04:00:00,9019604.825749658,9019604.82574966,0.0 
 01/11  05:00:00,9469604.825749658,9469604.82574966,0.0 
 01/11  06:00:00,9469604.825749658,9469604.82574966,0.0 
 01/11  07:00:00,23418120.88136355,23418120.88136355,0.0 
 01/11  08:00:00,25757724.479077205,25757724.47907721,0.0 
 01/11  09:00:00,29366299.62420214,29366299.62420214,0.0 
 01/11  10:00:00,28076482.7108934,28076482.710893396,0.0 
 01/11  11:00:00,26650706.65937277,26650706.65937277,0.0 
 01/11  12:00:00,27844686.45420745,27844686.45420745,0.0 
 01/11  13:00:00,24977187.673636287,24977187.673636287,0.0 
 01/11  14:00:00,27985008.571395703,27985008.571395703,0.0 
 01/11  15:00:00,27379712.89319144,27379712.893191434,0.0 
 01/11  16:00:00,28702388.96813245,28702388.96813245,0.0 
 01/11  17:00:00,29693619.581920773,29693619.58192077,0.0 
 01/11  18:00:00,22632439.002119195,22632439.00211919,0.0 
 01/11  19:00:00,17962295.35275802,17962295.35275802,0.0 
 01/11  20:00:00,9983935.25418148,9983935.25418148,0.0 
 01/11  21:00:00,8999331.821026983,8999331.82102698,0.0 
 01/11  22:00:00,8999331.821026983,8999331.82102698,0.0 
 01/11  23:00:00,8113188.731125657,8113188.731125657,0.0 
 01/11  24:00:00,6365454.451684226,6365454.451684226,0.0 
 01/12  01:00:00,9019604.825749658,9019604.82574966,0.0 
 01/12  02:00:00,9469604.825749658,9469604.82574966,0.0 
 01/12  03:00:00,9469604.825749658,9469604.82574966,0.0 
 01/12  04:00:00,9469604.825749658,9469604.82574966,0.0 
 01/12  05:00:00,9469604.825749658,9469604.82574966,0.0 
 01/12  06:00:00,9469604.825749658,9469604.82574966,0.0 
 01/12  07:00:00,22797869.051871546,22797869.051871546,0.0 
 01/12  08:00:00,28025863.314289376,28025863.31428937,0.0 
 01/12  09:00:00,30034170.703926027,30034170.703926027,0.0 
 01/12  10:00:00,28858950.083585158,28858950.083585154,0.0 
 01/12  11:00:00,27412126.52780749,27412126.52780749,0.0 
 01/12  12:00:00,28077583.945836294,28077583.945836294,0.0 
 01/12  13:00:00,25539329.25289082,25539329.252890818,0.0 
 01/12  14:00:00,27628201.310560122,27628201.31056012,0.0 
 01/12  15:00:00,26718402.66790989,26718402.66790989,0.0 
 01/12  16:00:00,28154570.14397046,28154570.14397046,0.0 
 01/12  17:00:00,30189245.40062745,30189245.40062745,0.0 
 01/12  18:00:00,26880433.30879554,26880433.308795534,0.0 
 01/12  19:00:00,23655636.395147152,23655636.39514715,0.0 
 01/12  20:00:00,10883935.25418148,10883935.25418148,0.0 
 01/12  21:00:00,9899331.821026983,9899331.82102698,0.0 
 01/12  22:00:00,9899331.821026983,9899331.82102698,0.0 
 01/12  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/12  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/13  01:00:00,9469604.825749658,9469604.82574966,0.0 
 01/13  02:00:00,9469604.825749658,9469604.82574966,0.0 
 01/13  03:00:00,9469604.825749658,9469604.82574966,0.0 
 01/13  04:00:00,9469604.825749658,9469604.82574966,0.0 
 01/13  05:00:00,9469604.825749658,9469604.82574966,0.0 
 01/13  06:00:00,9469604.825749658,9469604.82574966,0.0 
 01/13  07:00:00,27904990.212099455,27904990.212099455,5762.053257647292 
 01/13  08:00:00,32635401.089150026,32635401.089150026,639094.0715303274 
 01/13  09:00:00,31972671.79156219,31972671.79156219,0.0 
 01/13  10:00:00,32032753.79457213,32032753.794572126,0.0 
 01/13  11:00:00,29679760.32531912,29679760.325319115,0.0 
 01/13  12:00:00,29411328.673803244,29411328.67380324,0.0 
 01/13  13:00:00,28333168.486654177,28333168.48665418,0.0 
 01/13  14:00:00,29393645.190293204,29393645.190293204,0.0 
 01/13  15:00:00,28163406.664504766,28163406.66450477,0.0 
 01/13  16:00:00,29212973.76195989,29212973.76195989,0.0 
 01/13  17:00:00,30614162.58790456,30614162.587904558,0.0 
 01/13  18:00:00,29703981.037078492,29703981.037078492,0.0 
 01/13  19:00:00,25963128.29024747,25963128.29024747,0.0 
 01/13  20:00:00,10883935.25418148,10883935.25418148,0.0 
 01/13  21:00:00,9899331.821026983,9899331.82102698,0.0 
 01/13  22:00:00,9899331.821026983,9899331.82102698,0.0 
 01/13  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/13  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/14  01:00:00,6404338.596677196,6404338.596677196,0.0 
 01/14  02:00:00,6404338.596677196,6404338.596677196,0.0 
 01/14  03:00:00,6404338.596677196,6404338.596677196,0.0 
 01/14  04:00:00,6404338.596677196,6404338.596677196,0.0 
 01/14  05:00:00,6404338.596677196,6404338.596677196,0.0 
 01/14  06:00:00,6404338.596677196,6404338.596677196,0.0 
 01/14  07:00:00,7595938.596677196,7595938.596677196,0.0 
 01/14  08:00:00,5945428.596677196,5945428.596677196,0.0 
 01/14  09:00:00,5395258.596677196,5395258.596677196,0.0 
 01/14  10:00:00,4495258.596677196,4495258.596677196,0.0 
 01/14  11:00:00,4495258.596677196,4495258.596677196,0.0 
 01/14  12:00:00,4495258.596677196,4495258.596677196,0.0 
 01/14  13:00:00,4495258.596677196,4495258.596677196,0.0 
 01/14  14:00:00,4495258.596677196,4495258.596677196,0.0 
 01/14  15:00:00,4495258.596677196,4495258.596677196,0.0 
 01/14  16:00:00,4495258.596677196,4495258.596677196,0.0 
 01/14  17:00:00,5045428.596677196,5045428.596677196,0.0 
 01/14  18:00:00,6920938.596677196,6920938.596677196,0.0 
 01/14  19:00:00,6695938.596677196,6695938.596677196,0.0 
 01/14  20:00:00,5894038.596677196,5894038.596677196,0.0 
 01/14  21:00:00,5894038.596677196,5894038.596677196,0.0 
 01/14  22:00:00,6344038.596677196,6344038.596677196,0.0 
 01/14  23:00:00,5894038.596677196,5894038.596677196,0.0 
 01/14  24:00:00,5894038.596677196,5894038.596677196,0.0 
 01/15  01:00:00,5504338.596677196,5504338.596677196,0.0 
 01/15  02:00:00,5504338.596677196,5504338.596677196,0.0 
 01/15  03:00:00,5504338.596677196,5504338.596677196,0.0 
 01/15  04:00:00,5504338.596677196,5504338.596677196,0.0 
 01/15  05:00:00,5504338.596677196,5504338.596677196,0.0 
 01/15  06:00:00,6179338.596677196,6179338.596677196,0.0 
 01/15  07:00:00,7595938.596677196,7595938.596677196,0.0 
 01/15  08:00:00,5945428.596677196,5945428.596677196,0.0 
 01/15  09:00:00,4945258.596677196,4945258.596677196,0.0 
 01/15  10:00:00,4495258.596677196,4495258.596677196,0.0 
 01/15  11:00:00,4495258.596677196,4495258.596677196,0.0 
 01/15  12:00:00,4495258.596677196,4495258.596677196,0.0 
 01/15  13:00:00,4495258.596677196,4495258.596677196,0.0 
 01/15  14:00:00,4495258.596677196,4495258.596677196,0.0 
 01/15  15:00:00,4495258.596677196,4495258.596677196,0.0 
 01/15  16:00:00,4495258.596677196,4495258.596677196,0.0 
 01/15  17:00:00,5045428.596677196,5045428.596677196,0.0 
 01/15  18:00:00,6695938.596677196,6695938.596677196,0.0 
 01/15  19:00:00,6695938.596677196,6695938.596677196,0.0 
 01/15  20:00:00,5894038.596677196,5894038.596677196,0.0 
 01/15  21:00:00,5894038.596677196,5894038.596677196,0.0 
 01/15  22:00:00,6344038.596677196,6344038.596677196,0.0 
 01/15  23:00:00,6794038.596677196,6794038.596677196,0.0 
 01/15  24:00:00,6569038.596677196,6569038.596677196,0.0 
 01/16  01:00:00,6404338.596677196,6404338.596677196,0.0 
 01/16  02:00:00,6404338.596677196,6404338.596677196,0.0 
 01/16  03:00:00,6404338.596677196,6404338.596677196,0.0 
 01/16  04:00:00,6404338.596677196,6404338.596677196,0.0 
 01/16  05:00:00,6404338.596677196,6404338.596677196,0.0 
 01/16  06:00:00,6404338.596677196,6404338.596677196,0.0 
 01/16  07:00:00,7595938.596677196,7595938.596677196,0.0 
 01/16  08:00:00,5945428.596677196,5945428.596677196,0.0 
 01/16  09:00:00,5395258.596677196,5395258.596677196,0.0 
 01/16  10:00:00,4495258.596677196,4495258.596677196,0.0 
 01/16  11:00:00,4495258.596677196,4495258.596677196,0.0 
 01/16  12:00:00,4495258.596677196,4495258.596677196,0.0 
 01/16  13:00:00,4495258.596677196,4495258.596677196,0.0 
 01/16  14:00:00,4495258.596677196,4495258.596677196,0.0 
 01/16  15:00:00,4495258.596677196,4495258.596677196,0.0 
 01/16  16:00:00,4495258.596677196,4495258.596677196,0.0 
 01/16  17:00:00,5045428.596677196,5045428.596677196,0.0 
 01/16  18:00:00,6695938.596677196,6695938.596677196,0.0 
 01/16  19:00:00,6695938.596677196,6695938.596677196,0.0 
 01/16  20:00:00,6119038.596677196,6119038.596677196,0.0 
 01/16  21:00:00,6794038.596677196,6794038.596677196,0.0 
 01/16  22:00:00,6794038.596677196,6794038.596677196,0.0 
 01/16  23:00:00,6794038.596677196,6794038.596677196,0.0 
 01/16  24:00:00,6344038.596677196,6344038.596677196,0.0 
 01/17  01:00:00,9019604.825749658,9019604.82574966,0.0 
 01/17  02:00:00,9469604.825749658,9469604.82574966,0.0 
 01/17  03:00:00,9469604.825749658,9469604.82574966,0.0 
 01/17  04:00:00,9469604.825749658,9469604.82574966,0.0 
 01/17  05:00:00,9469604.825749658,9469604.82574966,0.0 
 01/17  06:00:00,9469604.825749658,9469604.82574966,0.0 
 01/17  07:00:00,33740407.528969556,33740407.528969556,8166752.347529981 
 01/17  08:00:00,36536399.088158056,36536399.08815805,8288851.0728712985 
 01/17  09:00:00,36292381.47413978,36292381.47413978,56099.625511247315 
 01/17  10:00:00,33453558.38298764,33453558.38298763,0.0 
 01/17  11:00:00,31325819.358567707,31325819.358567707,0.0 
 01/17  12:00:00,32463383.662042204,32463383.6620422,0.0 
 01/17  13:00:00,29500178.557872165,29500178.55787217,0.0 
 01/17  14:00:00,31414862.44630944,31414862.446309436,0.0 
 01/17  15:00:00,29608522.144522876,29608522.144522876,0.0 
 01/17  16:00:00,30960932.54540206,30960932.545402057,0.0 
 01/17  17:00:00,32260312.202582426,32260312.202582426,0.0 
 01/17  18:00:00,29428951.061858296,29428951.061858296,0.0 
 01/17  19:00:00,26939548.077986572,26939548.077986576,0.0 
 01/17  20:00:00,10883935.25418148,10883935.25418148,0.0 
 01/17  21:00:00,9899331.821026983,9899331.82102698,0.0 
 01/17  22:00:00,9899331.821026983,9899331.82102698,0.0 
 01/17  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/17  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/18  01:00:00,9469604.825749658,9469604.82574966,0.0 
 01/18  02:00:00,9469604.825749658,9469604.82574966,0.0 
 01/18  03:00:00,9469604.825749658,9469604.82574966,0.0 
 01/18  04:00:00,9469604.825749658,9469604.82574966,0.0 
 01/18  05:00:00,9469604.825749658,9469604.82574966,0.0 
 01/18  06:00:00,9469604.825749658,9469604.82574966,0.0 
 01/18  07:00:00,31576217.536021918,31576217.53602192,3106817.445033627 
 01/18  08:00:00,33545760.035232604,33545760.035232604,1116978.7829008312 
 01/18  09:00:00,31265137.868426297,31265137.868426293,0.0 
 01/18  10:00:00,29225251.0874928,29225251.0874928,0.0 
 01/18  11:00:00,27694976.630896214,27694976.63089621,0.0 
 01/18  12:00:00,28582122.35005543,28582122.35005543,0.0 
 01/18  13:00:00,25300687.0126431,25300687.0126431,0.0 
 01/18  14:00:00,28786296.030512054,28786296.030512054,0.0 
 01/18  15:00:00,28196983.033963535,28196983.033963535,0.0 
 01/18  16:00:00,29230871.497447323,29230871.49744732,0.0 
 01/18  17:00:00,30041998.261069935,30041998.261069935,0.0 
